"order_id","customer_id","product_id","product_title","category","quantity","unit_price","gross_amount","discount_percentage","net_amount","order_gross_amount","order_net_amount","ingested_at","ingestion_date"
"49","49","111","Selfie Stick Monopod","mobile-accessories","2","12.99","25.98","19.12","21.01","4208.81","3843.75","2026-09-04 16:43:41.501","2026-09-04"
"49","49","142","Cricket Ball","sports-accessories","5","12.99","64.95","8.63","59.34","4208.81","3843.75","2026-09-04 16:43:41.501","2026-09-04"
"49","49","184","Tropical Earring","womens-jewellery","5","19.99","99.94999999999999","0.76","99.19","4208.81","3843.75","2026-09-04 16:43:41.501","2026-09-04"
"50","50","8","Dior J'adore","fragrances","1","89.99","89.99","14.72","76.74","13144.93","10852.12","2026-09-04 16:43:41.501","2026-09-04"
"50","50","60","Grater Black","kitchen-accessories","5","10.99","54.95","3.56","52.99","13144.93","10852.12","2026-09-04 16:43:41.501","2026-09-04"
"50","50","96","Rolex Cellini Moonphase","mens-watches","1","12999.99","12999.99","17.52","10722.39","13144.93","10852.12","2026-09-04 16:43:41.501","2026-09-04"
"51","51","73","Spice Rack","kitchen-accessories","1","19.99","19.99","12.09","17.57","36519.9","32961.03","2026-09-04 16:43:41.501","2026-09-04"
"51","51","96","Rolex Cellini Moonphase","mens-watches","1","12999.99","12999.99","17.52","10722.39","36519.9","32961.03","2026-09-04 16:43:41.501","2026-09-04"
"51","51","98","Rolex Submariner Watch","mens-watches","1","13999.99","13999.99","5.05","13292.99","36519.9","32961.03","2026-09-04 16:43:41.501","2026-09-04"
"51","51","116","Scooter Motorcycle","motorcycle","2","2999.99","5999.98","6.27","5623.78","36519.9","32961.03","2026-09-04 16:43:41.501","2026-09-04"
"51","51","133","Samsung Galaxy S10","smartphones","5","699.99","3499.95","5.59","3304.3","36519.9","32961.03","2026-09-04 16:43:41.501","2026-09-04"
"52","52","4","Red Lipstick","beauty","1","12.99","12.99","12.16","11.41","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"52","52","77","Yellow Peeler","kitchen-accessories","5","5.99","29.950000000000003","12.48","26.21","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"52","52","114","Kawasaki Z800","motorcycle","1","8999.99","8999.99","9.77","8120.69","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"52","52","169","Dodge Hornet GT Plus","vehicle","5","24999.99","124999.95000000001","2.63","121712.45","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"52","52","185","Black & Brown Slipper","womens-shoes","4","19.99","79.96","3.33","77.3","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"52","52","194","Women's Wrist Watch","womens-watches","2","129.99","259.98","12.6","227.22","134382.82","130175.28","2026-09-04 16:43:41.501","2026-09-04"
"53","53","159","iPad Mini 2021 Starlight","tablets","2","499.99","999.98","3.64","963.58","1079.94","1028.19","2026-09-04 16:43:41.501","2026-09-04"
"53","53","163","Girl Summer Dress","tops","4","19.99","79.96","19.2","64.61","1079.94","1028.19","2026-09-04 16:43:41.501","2026-09-04"
"54","54","12","Annibale Colombo Sofa","furniture","2","2499.99","4999.98","14.4","4279.98","10999.95","9998.55","2026-09-04 16:43:41.501","2026-09-04"
"54","54","78","Apple MacBook Pro 14 Inch Space Grey","laptops","3","1999.99","5999.97","4.69","5718.57","10999.95","9998.55","2026-09-04 16:43:41.501","2026-09-04"
"55","55","49","Black Aluminium Cup","kitchen-accessories","3","5.99","17.97","15.65","15.16","42.96","39.92","2026-09-04 16:43:41.501","2026-09-04"
"55","55","84","Gigabyte Aorus Men Tshirt","mens-shirts","1","24.99","24.99","0.94","24.76","42.96","39.92","2026-09-04 16:43:41.501","2026-09-04"
"56","56","60","Grater Black","kitchen-accessories","2","10.99","21.98","3.56","21.2","121.97","109.12","2026-09-04 16:43:41.501","2026-09-04"
"56","56","99","Amazon Echo Plus","mobile-accessories","1","99.99","99.99","12.07","87.92","121.97","109.12","2026-09-04 16:43:41.501","2026-09-04"
"57","57","88","Nike Air Jordan 1 Red And Black","mens-shoes","5","149.99","749.95","4.12","719.05","1269.91","1158.21","2026-09-04 16:43:41.501","2026-09-04"
"57","57","100","Apple Airpods","mobile-accessories","4","129.99","519.96","15.54","439.16","1269.91","1158.21","2026-09-04 16:43:41.501","2026-09-04"
"58","58","142","Cricket Ball","sports-accessories","1","12.99","12.99","8.63","11.87","1212.97","1042.77","2026-09-04 16:43:41.501","2026-09-04"
"58","58","174","Prada Women Bag","womens-bags","2","599.99","1199.98","14.09","1030.9","1212.97","1042.77","2026-09-04 16:43:41.501","2026-09-04"
"59","59","145","Cricket Wicket","sports-accessories","1","29.99","29.99","16.93","24.91","74029.97","61859.29","2026-09-04 16:43:41.501","2026-09-04"
"59","59","170","Durango SXT RWD","vehicle","2","36999.99","73999.98","16.44","61834.38","74029.97","61859.29","2026-09-04 16:43:41.501","2026-09-04"
"60","60","82","New DELL XPS 13 9300 Laptop","laptops","5","1499.99","7499.95","11.89","6608.21","7649.92","6748.39","2026-09-04 16:43:41.501","2026-09-04"
"60","60","149","Iron Golf","sports-accessories","3","49.99","149.97","6.53","140.18","7649.92","6748.39","2026-09-04 16:43:41.501","2026-09-04"
"61","61","42","Water","groceries","1","0.99","0.99","14.92","0.84","642.86","571.58","2026-09-04 16:43:41.501","2026-09-04"
"61","61","66","Microwave Oven","kitchen-accessories","4","89.99","359.96","12.13","316.3","642.86","571.58","2026-09-04 16:43:41.501","2026-09-04"
"61","61","107","Beats Flex Wireless Earphones","mobile-accessories","3","49.99","149.97","5.73","141.38","642.86","571.58","2026-09-04 16:43:41.501","2026-09-04"
"61","61","119","Olay Ultra Moisture Shea Butter Body Wash","skin-care","4","12.99","51.96","16.39","43.44","642.86","571.58","2026-09-04 16:43:41.501","2026-09-04"
"61","61","166","Tartan Dress","tops","2","39.99","79.98","12.95","69.62","642.86","571.58","2026-09-04 16:43:41.501","2026-09-04"
"62","62","53","Chopping Board","kitchen-accessories","4","12.99","51.96","8.03","47.79","2851.92","2691.23","2026-09-04 16:43:41.501","2026-09-04"
"62","62","133","Samsung Galaxy S10","smartphones","4","699.99","2799.96","5.59","2643.44","2851.92","2691.23","2026-09-04 16:43:41.501","2026-09-04"
"63","63","19","Chicken Meat","groceries","4","9.99","39.96","13.7","34.49","511.92","460.04","2026-09-04 16:43:41.501","2026-09-04"
"63","63","129","Realme X","smartphones","1","299.99","299.99","6.95","279.14","511.92","460.04","2026-09-04 16:43:41.501","2026-09-04"
"63","63","153","Volleyball","sports-accessories","1","11.99","11.99","12.25","10.52","511.92","460.04","2026-09-04 16:43:41.501","2026-09-04"
"63","63","179","Corset With Black Skirt","womens-dresses","2","79.99","159.98","15.06","135.89","511.92","460.04","2026-09-04 16:43:41.501","2026-09-04"
"64","64","9","Dolce Shine Eau de","fragrances","5","69.99","349.95","0.62","347.78","6032.81","5389.02","2026-09-04 16:43:41.501","2026-09-04"
"64","64","21","Cucumber","groceries","2","1.49","2.98","0.16","2.98","6032.81","5389.02","2026-09-04 16:43:41.501","2026-09-04"
"64","64","73","Spice Rack","kitchen-accessories","4","19.99","79.96","12.09","70.29","6032.81","5389.02","2026-09-04 16:43:41.501","2026-09-04"
"64","64","79","Asus Zenbook Pro Dual Screen Laptop","laptops","3","1799.99","5399.97","11.14","4798.41","6032.81","5389.02","2026-09-04 16:43:41.501","2026-09-04"
"64","64","175","White Faux Leather Backpack","womens-bags","5","39.99","199.95000000000002","15.2","169.56","6032.81","5389.02","2026-09-04 16:43:41.501","2026-09-04"
"65","65","87","Men Check Shirt","mens-shirts","1","27.99","27.99","11.38","24.8","1717.89","1517.78","2026-09-04 16:43:41.501","2026-09-04"
"65","65","93","Brown Leather Belt Watch","mens-watches","1","89.99","89.99","5.99","84.6","1717.89","1517.78","2026-09-04 16:43:41.501","2026-09-04"
"65","65","130","Realme XT","smartphones","4","349.99","1399.96","11.51","1238.82","1717.89","1517.78","2026-09-04 16:43:41.501","2026-09-04"
"65","65","175","White Faux Leather Backpack","womens-bags","5","39.99","199.95000000000002","15.2","169.56","1717.89","1517.78","2026-09-04 16:43:41.501","2026-09-04"
"66","66","37","Red Onions","groceries","3","1.99","5.97","9.9","5.38","2295.93","1907.41","2026-09-04 16:43:41.501","2026-09-04"
"66","66","160","Samsung Galaxy Tab S8 Plus Grey","tablets","1","599.99","599.99","13.31","520.13","2295.93","1907.41","2026-09-04 16:43:41.501","2026-09-04"
"66","66","178","Corset Leather With Skirt","womens-dresses","1","89.99","89.99","16.26","75.36","2295.93","1907.41","2026-09-04 16:43:41.501","2026-09-04"
"66","66","193","Watch Gold for Women","womens-watches","2","799.99","1599.98","18.34","1306.54","2295.93","1907.41","2026-09-04 16:43:41.501","2026-09-04"
"67","67","9","Dolce Shine Eau de","fragrances","2","69.99","139.98","0.62","139.11","443.96","389.6","2026-09-04 16:43:41.501","2026-09-04"
"67","67","29","Juice","groceries","1","3.99","3.99","12.06","3.51","443.96","389.6","2026-09-04 16:43:41.501","2026-09-04"
"67","67","135","Vivo V9","smartphones","1","299.99","299.99","17.67","246.98","443.96","389.6","2026-09-04 16:43:41.501","2026-09-04"
"68","68","53","Chopping Board","kitchen-accessories","4","12.99","51.96","8.03","47.79","252.89","221.05","2026-09-04 16:43:41.501","2026-09-04"
"68","68","65","Lunch Box","kitchen-accessories","2","12.99","25.98","10.34","23.29","252.89","221.05","2026-09-04 16:43:41.501","2026-09-04"
"68","68","164","Gray Dress","tops","5","34.99","174.95000000000002","14.28","149.97","252.89","221.05","2026-09-04 16:43:41.501","2026-09-04"
"69","69","28","Ice Cream","groceries","2","5.49","10.98","8.69","10.03","7185.87","6560.55","2026-09-04 16:43:41.501","2026-09-04"
"69","69","122","iPhone 6","smartphones","2","299.99","599.98","6.69","559.84","7185.87","6560.55","2026-09-04 16:43:41.501","2026-09-04"
"69","69","183","Green Oval Earring","womens-jewellery","3","24.99","74.97","15.18","63.59","7185.87","6560.55","2026-09-04 16:43:41.501","2026-09-04"
"69","69","190","IWC Ingenieur Automatic Steel","womens-watches","1","4999.99","4999.99","9.45","4527.49","7185.87","6560.55","2026-09-04 16:43:41.501","2026-09-04"
"70","70","72","Slotted Turner","kitchen-accessories","5","8.99","44.95","13.35","38.95","3794.83","3295.62","2026-09-04 16:43:41.501","2026-09-04"
"70","70","112","TV Studio Camera Pedestal","mobile-accessories","3","499.99","1499.97","8.31","1375.32","3794.83","3295.62","2026-09-04 16:43:41.501","2026-09-04"
"70","70","130","Realme XT","smartphones","1","349.99","349.99","11.51","309.71","3794.83","3295.62","2026-09-04 16:43:41.501","2026-09-04"
"70","70","149","Iron Golf","sports-accessories","3","49.99","149.97","6.53","140.18","3794.83","3295.62","2026-09-04 16:43:41.501","2026-09-04"
"70","70","161","Samsung Galaxy Tab White","tablets","5","349.99","1749.95","18.2","1431.46","3794.83","3295.62","2026-09-04 16:43:41.501","2026-09-04"
"71","71","23","Eggs","groceries","2","2.99","5.98","11.05","5.32","77905.87","72541.01","2026-09-04 16:43:41.501","2026-09-04"
"71","71","115","MotoGP CI.H1","motorcycle","5","14999.99","74999.95","6.92","69809.95","77905.87","72541.01","2026-09-04 16:43:41.501","2026-09-04"
"71","71","133","Samsung Galaxy S10","smartphones","4","699.99","2799.96","5.59","2643.44","77905.87","72541.01","2026-09-04 16:43:41.501","2026-09-04"
"71","71","180","Dress Pea","womens-dresses","2","49.99","99.98","17.68","82.3","77905.87","72541.01","2026-09-04 16:43:41.501","2026-09-04"
"72","72","38","Rice","groceries","3","5.99","17.97","9.29","16.3","322.86","291.77","2026-09-04 16:43:41.501","2026-09-04"
"72","72","46","Plant Pot","home-decoration","5","14.99","74.95","6.84","69.82","322.86","291.77","2026-09-04 16:43:41.501","2026-09-04"
"72","72","61","Hand Blender","kitchen-accessories","2","34.99","69.98","17.02","58.07","322.86","291.77","2026-09-04 16:43:41.501","2026-09-04"
"72","72","141","Basketball Rim","sports-accessories","4","39.99","159.96","7.74","147.58","322.86","291.77","2026-09-04 16:43:41.501","2026-09-04"
"73","73","63","Kitchen Sieve","kitchen-accessories","4","7.99","31.96","18.91","25.92","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"73","73","79","Asus Zenbook Pro Dual Screen Laptop","laptops","3","1799.99","5399.97","11.14","4798.41","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"73","73","111","Selfie Stick Monopod","mobile-accessories","2","12.99","25.98","19.12","21.01","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"73","73","120","Vaseline Men Body and Face Lotion","skin-care","5","9.99","49.95","13.39","43.26","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"73","73","129","Realme X","smartphones","1","299.99","299.99","6.95","279.14","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"73","73","191","Rolex Cellini Moonphase","womens-watches","1","15999.99","15999.99","4.11","15342.39","21807.84","20510.13","2026-09-04 16:43:41.501","2026-09-04"
"74","74","36","Protein Powder","groceries","3","19.99","59.97","7.59","55.42","1562.41","1379.22","2026-09-04 16:43:41.501","2026-09-04"
"74","74","41","Tissue Paper Box","groceries","1","2.49","2.49","13.28","2.16","1562.41","1379.22","2026-09-04 16:43:41.501","2026-09-04"
"74","74","105","Apple MagSafe Battery Pack","mobile-accessories","1","99.99","99.99","17.17","82.82","1562.41","1379.22","2026-09-04 16:43:41.501","2026-09-04"
"74","74","130","Realme XT","smartphones","4","349.99","1399.96","11.51","1238.82","1562.41","1379.22","2026-09-04 16:43:41.501","2026-09-04"
"75","75","37","Red Onions","groceries","2","1.99","3.98","9.9","3.59","346.44","286.02","2026-09-04 16:43:41.501","2026-09-04"
"75","75","41","Tissue Paper Box","groceries","1","2.49","2.49","13.28","2.16","346.44","286.02","2026-09-04 16:43:41.501","2026-09-04"
"75","75","73","Spice Rack","kitchen-accessories","2","19.99","39.98","12.09","35.15","346.44","286.02","2026-09-04 16:43:41.501","2026-09-04"
"75","75","127","Oppo K1","smartphones","1","299.99","299.99","18.29","245.12","346.44","286.02","2026-09-04 16:43:41.501","2026-09-04"
"76","76","78","Apple MacBook Pro 14 Inch Space Grey","laptops","4","1999.99","7999.96","4.69","7624.76","37629.86","36017.72","2026-09-04 16:43:41.501","2026-09-04"
"76","76","108","iPhone 12 Silicone Case with MagSafe Plum","mobile-accessories","3","29.99","89.97","13.85","77.51","37629.86","36017.72","2026-09-04 16:43:41.501","2026-09-04"
"76","76","152","Tennis Racket","sports-accessories","3","49.99","149.97","19.61","120.56","37629.86","36017.72","2026-09-04 16:43:41.501","2026-09-04"
"76","76","167","300 Touring","vehicle","1","28999.99","28999.99","3.98","27845.79","37629.86","36017.72","2026-09-04 16:43:41.501","2026-09-04"
"76","76","177","Black Women's Gown","womens-dresses","3","129.99","389.97","10.48","349.1","37629.86","36017.72","2026-09-04 16:43:41.501","2026-09-04"
"77","77","91","Sports Sneakers Off White & Red","mens-shoes","1","119.99","119.99","4.97","114.03","999.95","880.59","2026-09-04 16:43:41.501","2026-09-04"
"77","77","106","Apple Watch Series 4 Gold","mobile-accessories","2","349.99","699.98","12.02","615.84","999.95","880.59","2026-09-04 16:43:41.501","2026-09-04"
"77","77","178","Corset Leather With Skirt","womens-dresses","2","89.99","179.98","16.26","150.72","999.95","880.59","2026-09-04 16:43:41.501","2026-09-04"
"78","78","85","Man Plaid Shirt","mens-shirts","1","34.99","34.99","19.5","28.17","128964.87","109890.08","2026-09-04 16:43:41.501","2026-09-04"
"78","78","120","Vaseline Men Body and Face Lotion","skin-care","3","9.99","29.97","13.39","25.96","128964.87","109890.08","2026-09-04 16:43:41.501","2026-09-04"
"78","78","171","Pacifica Touring","vehicle","4","31999.99","127999.96","14.76","109107.17","128964.87","109890.08","2026-09-04 16:43:41.501","2026-09-04"
"78","78","181","Marni Red & Black Suit","womens-dresses","5","179.99","899.95","19.02","728.78","128964.87","109890.08","2026-09-04 16:43:41.501","2026-09-04"
"79","79","18","Cat Food","groceries","3","8.99","26.97","9.58","24.39","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"79","79","50","Black Whisk","kitchen-accessories","2","9.99","19.98","10.24","17.93","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"79","79","84","Gigabyte Aorus Men Tshirt","mens-shirts","3","24.99","74.97","0.94","74.27","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"79","79","147","Football","sports-accessories","3","17.99","53.97","5.15","51.19","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"79","79","174","Prada Women Bag","womens-bags","1","599.99","599.99","14.09","515.45","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"79","79","193","Watch Gold for Women","womens-watches","1","799.99","799.99","18.34","653.27","1575.87","1336.5","2026-09-04 16:43:41.501","2026-09-04"
"80","80","13","Bedside Table African Cherry","furniture","5","299.99","1499.95","19.09","1213.61","1504.93","1217.93","2026-09-04 16:43:41.501","2026-09-04"
"80","80","41","Tissue Paper Box","groceries","2","2.49","4.98","13.28","4.32","1504.93","1217.93","2026-09-04 16:43:41.501","2026-09-04"
"81","81","2","Eyeshadow Palette with Mirror","beauty","3","19.99","59.97","18.19","49.06","242.85","217.41","2026-09-04 16:43:41.501","2026-09-04"
"81","81","18","Cat Food","groceries","2","8.99","17.98","9.58","16.26","242.85","217.41","2026-09-04 16:43:41.501","2026-09-04"
"81","81","36","Protein Powder","groceries","5","19.99","99.94999999999999","7.59","92.36","242.85","217.41","2026-09-04 16:43:41.501","2026-09-04"
"81","81","53","Chopping Board","kitchen-accessories","5","12.99","64.95","8.03","59.73","242.85","217.41","2026-09-04 16:43:41.501","2026-09-04"
"82","82","43","Decoration Swing","home-decoration","3","59.99","179.97","10.41","161.24","1974.84","1674.54","2026-09-04 16:43:41.501","2026-09-04"
"82","82","46","Plant Pot","home-decoration","5","14.99","74.95","6.84","69.82","1974.84","1674.54","2026-09-04 16:43:41.501","2026-09-04"
"82","82","107","Beats Flex Wireless Earphones","mobile-accessories","4","49.99","199.96","5.73","188.5","1974.84","1674.54","2026-09-04 16:43:41.501","2026-09-04"
"82","82","136","Vivo X21","smartphones","3","499.99","1499.97","17.41","1238.83","1974.84","1674.54","2026-09-04 16:43:41.501","2026-09-04"
"82","82","163","Girl Summer Dress","tops","1","19.99","19.99","19.2","16.15","1974.84","1674.54","2026-09-04 16:43:41.501","2026-09-04"
"83","83","14","Knoll Saarinen Executive Conference Chair","furniture","4","499.99","1999.96","2.01","1959.76","150061.36","125679.0","2026-09-04 16:43:41.501","2026-09-04"
"83","83","32","Milk","groceries","1","3.49","3.49","13.74","3.01","150061.36","125679.0","2026-09-04 16:43:41.501","2026-09-04"
"83","83","49","Black Aluminium Cup","kitchen-accessories","3","5.99","17.97","15.65","15.16","150061.36","125679.0","2026-09-04 16:43:41.501","2026-09-04"
"83","83","163","Girl Summer Dress","tops","2","19.99","39.98","19.2","32.3","150061.36","125679.0","2026-09-04 16:43:41.501","2026-09-04"
"83","83","170","Durango SXT RWD","vehicle","4","36999.99","147999.96","16.44","123668.77","150061.36","125679.0","2026-09-04 16:43:41.501","2026-09-04"
"84","84","71","Silver Pot With Glass Cap","kitchen-accessories","1","39.99","39.99","5.7","37.71","569.92","542.55","2026-09-04 16:43:41.501","2026-09-04"
"84","84","90","Puma Future Rider Trainers","mens-shoes","5","89.99","449.95","4.2","431.05","569.92","542.55","2026-09-04 16:43:41.501","2026-09-04"
"84","84","141","Basketball Rim","sports-accessories","2","39.99","79.98","7.74","73.79","569.92","542.55","2026-09-04 16:43:41.501","2026-09-04"
"85","85","47","Table Lamp","home-decoration","2","49.99","99.98","7.09","92.89","179.94","163.88","2026-09-04 16:43:41.501","2026-09-04"
"85","85","157","Party Glasses","sunglasses","4","19.99","79.96","11.22","70.99","179.94","163.88","2026-09-04 16:43:41.501","2026-09-04"
"86","86","114","Kawasaki Z800","motorcycle","5","8999.99","44999.95","9.77","40603.45","45249.9","40809.21","2026-09-04 16:43:41.501","2026-09-04"
"86","86","180","Dress Pea","womens-dresses","5","49.99","249.95000000000002","17.68","205.76","45249.9","40809.21","2026-09-04 16:43:41.501","2026-09-04"
"87","87","44","Family Tree Photo Frame","home-decoration","1","29.99","29.99","14.87","25.53","309.92","278.38","2026-09-04 16:43:41.501","2026-09-04"
"87","87","45","House Showpiece Plant","home-decoration","5","39.99","199.95000000000002","7.46","185.03","309.92","278.38","2026-09-04 16:43:41.501","2026-09-04"
"87","87","175","White Faux Leather Backpack","womens-bags","2","39.99","79.98","15.2","67.82","309.92","278.38","2026-09-04 16:43:41.501","2026-09-04"
"88","88","58","Fork","kitchen-accessories","5","3.99","19.950000000000003","8.07","18.34","149.94","128.13","2026-09-04 16:43:41.501","2026-09-04"
"88","88","100","Apple Airpods","mobile-accessories","1","129.99","129.99","15.54","109.79","149.94","128.13","2026-09-04 16:43:41.501","2026-09-04"
"89","89","30","Kiwi","groceries","4","2.49","9.96","15.22","8.44","2458.83","2111.01","2026-09-04 16:43:41.501","2026-09-04"
"89","89","44","Family Tree Photo Frame","home-decoration","1","29.99","29.99","14.87","25.53","2458.83","2111.01","2026-09-04 16:43:41.501","2026-09-04"
"89","89","101","Apple AirPods Max Silver","mobile-accessories","4","549.99","2199.96","13.67","1899.23","2458.83","2111.01","2026-09-04 16:43:41.501","2026-09-04"
"89","89","138","Baseball Ball","sports-accessories","1","8.99","8.99","1.71","8.84","2458.83","2111.01","2026-09-04 16:43:41.501","2026-09-04"
"89","89","150","Metal Baseball Bat","sports-accessories","2","29.99","59.98","19.51","48.28","2458.83","2111.01","2026-09-04 16:43:41.501","2026-09-04"
"90","90","83","Blue & Black Check Shirt","mens-shirts","2","29.99","59.98","15.35","50.77","6059.84","5010.11","2026-09-04 16:43:41.501","2026-09-04"
"90","90","94","Longines Master Collection","mens-watches","3","1499.99","4499.97","17.24","3724.18","6059.84","5010.11","2026-09-04 16:43:41.501","2026-09-04"
"90","90","132","Samsung Galaxy S8","smartphones","2","499.99","999.98","19.45","805.48","6059.84","5010.11","2026-09-04 16:43:41.501","2026-09-04"
"90","90","176","Women Handbag Black","womens-bags","5","59.99","299.95","11.63","265.07","6059.84","5010.11","2026-09-04 16:43:41.501","2026-09-04"
"90","90","180","Dress Pea","womens-dresses","4","49.99","199.96","17.68","164.61","6059.84","5010.11","2026-09-04 16:43:41.501","2026-09-04"
"91","91","52","Carbon Steel Wok","kitchen-accessories","2","29.99","59.98","6.53","56.06","259.94","228.17","2026-09-04 16:43:41.501","2026-09-04"
"91","91","187","Golden Shoes Woman","womens-shoes","4","49.99","199.96","13.93","172.11","259.94","228.17","2026-09-04 16:43:41.501","2026-09-04"
"92","92","51","Boxed Blender","kitchen-accessories","4","39.99","159.96","7.26","148.35","809.92","680.17","2026-09-04 16:43:41.501","2026-09-04"
"92","92","132","Samsung Galaxy S8","smartphones","1","499.99","499.99","19.45","402.74","809.92","680.17","2026-09-04 16:43:41.501","2026-09-04"
"92","92","187","Golden Shoes Woman","womens-shoes","3","49.99","149.97","13.93","129.08","809.92","680.17","2026-09-04 16:43:41.501","2026-09-04"
"93","93","13","Bedside Table African Cherry","furniture","5","299.99","1499.95","19.09","1213.61","1809.86","1468.77","2026-09-04 16:43:41.501","2026-09-04"
"93","93","74","Spoon","kitchen-accessories","2","4.99","9.98","1.53","9.83","1809.86","1468.77","2026-09-04 16:43:41.501","2026-09-04"
"93","93","83","Blue & Black Check Shirt","mens-shirts","2","29.99","59.98","15.35","50.77","1809.86","1468.77","2026-09-04 16:43:41.501","2026-09-04"
"93","93","85","Man Plaid Shirt","mens-shirts","4","34.99","139.96","19.5","112.67","1809.86","1468.77","2026-09-04 16:43:41.501","2026-09-04"
"93","93","103","Apple HomePod Mini Cosmic Grey","mobile-accessories","1","99.99","99.99","18.1","81.89","1809.86","1468.77","2026-09-04 16:43:41.501","2026-09-04"
"94","94","3","Powder Canister","beauty","4","14.99","59.96","9.84","54.06","345.81","312.15","2026-09-04 16:43:41.501","2026-09-04"
"94","94","16","Apple","groceries","3","1.99","5.97","12.62","5.22","345.81","312.15","2026-09-04 16:43:41.501","2026-09-04"
"94","94","75","Tray","kitchen-accessories","5","16.99","84.94999999999999","7.48","78.6","345.81","312.15","2026-09-04 16:43:41.501","2026-09-04"
"94","94","155","Classic Sun Glasses","sunglasses","3","24.99","74.97","4.94","71.27","345.81","312.15","2026-09-04 16:43:41.501","2026-09-04"
"94","94","188","Pampi Shoes","womens-shoes","4","29.99","119.96","14.14","103.0","345.81","312.15","2026-09-04 16:43:41.501","2026-09-04"
"95","95","23","Eggs","groceries","2","2.99","5.98","11.05","5.32","154490.76","129783.31","2026-09-04 16:43:41.501","2026-09-04"
"95","95","133","Samsung Galaxy S10","smartphones","5","699.99","3499.95","5.59","3304.3","154490.76","129783.31","2026-09-04 16:43:41.501","2026-09-04"
"95","95","140","Basketball","sports-accessories","4","14.99","59.96","7.44","55.5","154490.76","129783.31","2026-09-04 16:43:41.501","2026-09-04"
"95","95","170","Durango SXT RWD","vehicle","4","36999.99","147999.96","16.44","123668.77","154490.76","129783.31","2026-09-04 16:43:41.501","2026-09-04"
"95","95","183","Green Oval Earring","womens-jewellery","5","24.99","124.94999999999999","15.18","105.98","154490.76","129783.31","2026-09-04 16:43:41.501","2026-09-04"
"96","96","5","Red Nail Polish","beauty","5","8.99","44.95","11.44","39.81","104.93","92.51","2026-09-04 16:43:41.501","2026-09-04"
"96","96","162","Blue Frock","tops","2","29.99","59.98","12.13","52.7","104.93","92.51","2026-09-04 16:43:41.501","2026-09-04"
"97","97","18","Cat Food","groceries","1","8.99","8.99","9.58","8.13","2013.93","1623.42","2026-09-04 16:43:41.501","2026-09-04"
"97","97","41","Tissue Paper Box","groceries","2","2.49","4.98","13.28","4.32","2013.93","1623.42","2026-09-04 16:43:41.501","2026-09-04"
"97","97","132","Samsung Galaxy S8","smartphones","4","499.99","1999.96","19.45","1610.97","2013.93","1623.42","2026-09-04 16:43:41.501","2026-09-04"
"98","98","24","Fish Steak","groceries","5","14.99","74.95","4.23","71.78","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"98","98","48","Bamboo Spatula","kitchen-accessories","2","7.99","15.98","2.84","15.53","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"98","98","99","Amazon Echo Plus","mobile-accessories","5","99.99","499.95","12.07","439.61","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"98","98","156","Green and Black Glasses","sunglasses","4","34.99","139.96","1.01","138.55","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"98","98","180","Dress Pea","womens-dresses","5","49.99","249.95000000000002","17.68","205.76","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"98","98","188","Pampi Shoes","womens-shoes","1","29.99","29.99","14.14","25.75","1010.78","896.98","2026-09-04 16:43:41.501","2026-09-04"
"99","99","18","Cat Food","groceries","3","8.99","26.97","9.58","24.39","124.4","117.96","2026-09-04 16:43:41.501","2026-09-04"
"99","99","28","Ice Cream","groceries","3","5.49","16.47","8.69","15.04","124.4","117.96","2026-09-04 16:43:41.501","2026-09-04"
"99","99","68","Pan","kitchen-accessories","3","24.99","74.97","3.0","72.72","124.4","117.96","2026-09-04 16:43:41.501","2026-09-04"
"99","99","146","Feather Shuttlecock","sports-accessories","1","5.99","5.99","2.95","5.81","124.4","117.96","2026-09-04 16:43:41.501","2026-09-04"
"100","100","31","Lemon","groceries","4","0.79","3.16","9.7","2.85","33003.13","31771.92","2026-09-04 16:43:41.501","2026-09-04"
"100","100","97","Rolex Datejust","mens-watches","3","10999.99","32999.97","3.73","31769.07","33003.13","31771.92","2026-09-04 16:43:41.501","2026-09-04"
